GEOID,NAME,population,year
5437372,"Hillsboro town, West Virginia",260,2010
5437372,"Hillsboro town, West Virginia",232,2020
5437444,"Hilltop CDP, West Virginia",624,2010
5437444,"Hilltop CDP, West Virginia",528,2020
5437612,"Hinkleville CDP, West Virginia",366,2020
5437636,"Hinton city, West Virginia",2880,2000
5437636,"Hinton city, West Virginia",2676,2010
5437636,"Hinton city, West Virginia",2245,2020
5437948,"Holden CDP, West Virginia",1105,2000
5437948,"Holden CDP, West Virginia",876,2010
5437948,"Holden CDP, West Virginia",783,2020
5438092,"Hollygrove CDP, West Virginia",113,2020
5438260,"Hometown CDP, West Virginia",668,2010
5438260,"Hometown CDP, West Virginia",556,2020
5438476,"Hooverson Heights CDP, West Virginia",2909,2000
5438476,"Hooverson Heights CDP, West Virginia",2590,2010
5438476,"Hooverson Heights CDP, West Virginia",2582,2020
5439340,"Hundred town, West Virginia",344,2000
5439340,"Hundred town, West Virginia",299,2010
5439340,"Hundred town, West Virginia",255,2020
5439412,"Huntersville CDP, West Virginia",73,2010
5439412,"Huntersville CDP, West Virginia",68,2020
5439460,"Huntington city, West Virginia",51475,2000
5439460,"Huntington city, West Virginia",49138,2010
5439460,"Huntington city, West Virginia",46842,2020
5439532,"Hurricane city, West Virginia",5222,2000
5439532,"Hurricane city, West Virginia",6284,2010
5439532,"Hurricane city, West Virginia",6961,2020
5439628,"Huttonsville town, West Virginia",217,2000
5439628,"Huttonsville town, West Virginia",221,2010
5439628,"Huttonsville town, West Virginia",163,2020
5439652,"Iaeger town, West Virginia",358,2000
5439652,"Iaeger town, West Virginia",302,2010
5439652,"Iaeger town, West Virginia",257,2020
5439676,"Idamay CDP, West Virginia",611,2010
5439676,"Idamay CDP, West Virginia",542,2020
5440156,"Institute CDP, West Virginia",569,2020
5440204,"Inwood CDP, West Virginia",2084,2000
5440204,"Inwood CDP, West Virginia",2954,2010
5440204,"Inwood CDP, West Virginia",3426,2020
5440444,"Itmann CDP, West Virginia",293,2010
5440444,"Itmann CDP, West Virginia",259,2020
5440636,"Jacksonburg CDP, West Virginia",182,2010
5440636,"Jacksonburg CDP, West Virginia",114,2020
5440828,"Jane Lew town, West Virginia",406,2000
5440828,"Jane Lew town, West Virginia",409,2010
5440828,"Jane Lew town, West Virginia",408,2020
5441010,"Jefferson town, West Virginia",567,2000
5441010,"Jefferson CDP, West Virginia",676,2010
5441010,"Jefferson CDP, West Virginia",527,2020
5442244,"Junior town, West Virginia",450,2000
5442244,"Junior town, West Virginia",520,2010
5442244,"Junior town, West Virginia",384,2020
5442292,"Justice CDP, West Virginia",412,2010
5442292,"Justice CDP, West Virginia",313,2020
5442316,"Justice Addition CDP, West Virginia",331,2020
5442388,"Kanawha CDP, West Virginia",430,2020
5443180,"Kenova city, West Virginia",3485,2000
5443180,"Kenova city, West Virginia",3216,2010
5443180,"Kenova city, West Virginia",3033,2020
5443300,"Kermit town, West Virginia",209,2000
5443300,"Kermit town, West Virginia",406,2010
5443300,"Kermit town, West Virginia",317,2020
5443492,"Keyser city, West Virginia",5303,2000
5443492,"Keyser city, West Virginia",5439,2010
5443492,"Keyser city, West Virginia",4864,2020
5443516,"Keystone city, West Virginia",453,2000
5443516,"Keystone city, West Virginia",282,2010
5443516,"Keystone city, West Virginia",176,2020
5443780,"Kimball town, West Virginia",411,2000
5443780,"Kimball town, West Virginia",194,2010
5443780,"Kimball town, West Virginia",145,2020
5443828,"Kimberly CDP, West Virginia",287,2010
5443828,"Kimberly CDP, West Virginia",213,2020
5443852,"Kincaid CDP, West Virginia",260,2010
5443852,"Kincaid CDP, West Virginia",191,2020
5444044,"Kingwood city, West Virginia",2944,2000
5444044,"Kingwood city, West Virginia",2939,2010
5444044,"Kingwood city, West Virginia",2980,2020
5444188,"Kistler CDP, West Virginia",528,2010
5444188,"Kistler CDP, West Virginia",420,2020
5444548,"Kopperston CDP, West Virginia",616,2010
5444548,"Kopperston CDP, West Virginia",569,2020
5445292,"Lashmeet CDP, West Virginia",479,2010
5445292,"Lashmeet CDP, West Virginia",409,2020
5445580,"Lavalette CDP, West Virginia",1073,2010
5445580,"Lavalette CDP, West Virginia",932,2020
5446300,"Leon town, West Virginia",132,2000
5446300,"Leon town, West Virginia",158,2010
5446300,"Leon town, West Virginia",137,2020
5446420,"Lesage CDP, West Virginia",1358,2010
5446420,"Lesage CDP, West Virginia",1290,2020
5446468,"Lester town, West Virginia",322,2000
5446468,"Lester town, West Virginia",348,2010
5446468,"Lester town, West Virginia",338,2020
5446636,"Lewisburg city, West Virginia",3624,2000
5446636,"Lewisburg city, West Virginia",3830,2010
5446636,"Lewisburg city, West Virginia",3922,2020
5447788,"Littleton town, West Virginia",207,2000
5447788,"Littleton CDP, West Virginia",198,2010
5447788,"Littleton CDP, West Virginia",103,2020
5448148,"Logan city, West Virginia",1630,2000
5448148,"Logan city, West Virginia",1779,2010
5448148,"Logan city, West Virginia",1439,2020
5448748,"Lost Creek town, West Virginia",467,2000
5448748,"Lost Creek town, West Virginia",496,2010
5448748,"Lost Creek town, West Virginia",359,2020
5449156,"Lubeck CDP, West Virginia",1303,2000
5449156,"Lubeck CDP, West Virginia",1311,2010
5449156,"Lubeck CDP, West Virginia",1309,2020
5449252,"Lumberport town, West Virginia",937,2000
5449252,"Lumberport town, West Virginia",876,2010
5449252,"Lumberport town, West Virginia",717,2020
5449492,"Mabscott town, West Virginia",1403,2000
5449492,"Mabscott town, West Virginia",1408,2010
5449492,"Mabscott town, West Virginia",1341,2020
5449564,"MacArthur CDP, West Virginia",1693,2000
5449564,"MacArthur CDP, West Virginia",1500,2010
5449564,"MacArthur CDP, West Virginia",1376,2020
5449732,"McConnell CDP, West Virginia",514,2010
5449732,"McConnell CDP, West Virginia",412,2020
5450260,"McMechen city, West Virginia",1937,2000
5450260,"McMechen city, West Virginia",1926,2010
5450260,"McMechen city, West Virginia",1697,2020
5450524,"Madison city, West Virginia",2677,2000
5450524,"Madison city, West Virginia",3076,2010
5450524,"Madison city, West Virginia",2913,2020
5450836,"Malden CDP, West Virginia",444,2020
5450860,"Mallory CDP, West Virginia",1143,2000
5450860,"Mallory CDP, West Virginia",1654,2010
5450860,"Mallory CDP, West Virginia",1552,2020
5450932,"Man town, West Virginia",770,2000
5450932,"Man town, West Virginia",759,2010
5450932,"Man town, West Virginia",772,2020
5451100,"Mannington city, West Virginia",2124,2000
5451100,"Mannington city, West Virginia",2063,2010
5451100,"Mannington city, West Virginia",1952,2020
5451676,"Marlinton town, West Virginia",1204,2000
5451676,"Marlinton town, West Virginia",1054,2010
5451676,"Marlinton town, West Virginia",998,2020
5451724,"Marmet city, West Virginia",1693,2000
5451724,"Marmet city, West Virginia",1503,2010
5451724,"Marmet city, West Virginia",1504,2020
5452060,"Martinsburg city, West Virginia",14972,2000
5452060,"Martinsburg city, West Virginia",17227,2010
5452060,"Martinsburg city, West Virginia",18777,2020
5452180,"Mason town, West Virginia",1064,2000
5452180,"Mason town, West Virginia",968,2010
5452180,"Mason town, West Virginia",866,2020
5452228,"Masontown town, West Virginia",647,2000
5452228,"Masontown town, West Virginia",546,2010
5452228,"Masontown town, West Virginia",510,2020
5452324,"Matewan town, West Virginia",498,2000
5452324,"Matewan town, West Virginia",499,2010
5452324,"Matewan town, West Virginia",412,2020
5452372,"Matheny CDP, West Virginia",531,2010
5452372,"Matheny CDP, West Virginia",446,2020
5452420,"Matoaka town, West Virginia",317,2000
5452420,"Matoaka town, West Virginia",227,2010
5452420,"Matoaka town, West Virginia",173,2020
5452588,"Maybeury CDP, West Virginia",234,2010
5452588,"Maybeury CDP, West Virginia",109,2020
5452780,"Meadow Bridge town, West Virginia",321,2000
5452780,"Meadow Bridge town, West Virginia",379,2010
5452780,"Meadow Bridge town, West Virginia",324,2020
5453572,"Middlebourne town, West Virginia",870,2000
5453572,"Middlebourne town, West Virginia",815,2010
5453572,"Middlebourne town, West Virginia",717,2020
5453692,"Middleway CDP, West Virginia",441,2010
5453692,"Middleway CDP, West Virginia",482,2020
5454100,"Mill Creek town, West Virginia",662,2000
5454100,"Mill Creek town, West Virginia",724,2010
5454100,"Mill Creek town, West Virginia",560,2020
5454484,"Milton town, West Virginia",2206,2000
5454484,"Milton town, West Virginia",2423,2010
5454484,"Milton town, West Virginia",2811,2020
5454508,"Minden CDP, West Virginia",250,2010
5454580,"Mineralwells CDP, West Virginia",1860,2000
5454580,"Mineralwells CDP, West Virginia",1950,2010
5454580,"Mineralwells CDP, West Virginia",1805,2020
5454892,"Mitchell Heights town, West Virginia",301,2000
5454892,"Mitchell Heights town, West Virginia",323,2010
5454892,"Mitchell Heights town, West Virginia",314,2020
5455132,"Monaville CDP, West Virginia",309,2010
5455132,"Monaville CDP, West Virginia",302,2020
5455276,"Monongah town, West Virginia",939,2000
5455276,"Monongah town, West Virginia",1044,2010
5455276,"Monongah town, West Virginia",965,2020
5455372,"Montcalm CDP, West Virginia",885,2000
5455372,"Montcalm CDP, West Virginia",726,2010
5455372,"Montcalm CDP, West Virginia",575,2020
5455468,"Montgomery city, West Virginia",1942,2000
5455468,"Montgomery city, West Virginia",1638,2010
5455468,"Montgomery city, West Virginia",1275,2020
5455540,"Montrose town, West Virginia",156,2000
5455540,"Montrose town, West Virginia",156,2010
5455540,"Montrose town, West Virginia",145,2020
5455588,"Moorefield town, West Virginia",2375,2000
5455588,"Moorefield town, West Virginia",2544,2010
5455588,"Moorefield town, West Virginia",2524,2020
5455756,"Morgantown city, West Virginia",26809,2000
5455756,"Morgantown city, West Virginia",29660,2010
5455756,"Morgantown city, West Virginia",30347,2020
5456020,"Moundsville city, West Virginia",9998,2000
5456020,"Moundsville city, West Virginia",9318,2010
5456020,"Moundsville city, West Virginia",8093,2020
5456212,"Mount Carbon CDP, West Virginia",428,2010
5456212,"Mount Carbon CDP, West Virginia",341,2020
5456342,"Mount Gay-Shamrock CDP, West Virginia",2623,2000
5456342,"Mount Gay-Shamrock CDP, West Virginia",1779,2010
5456342,"Mount Gay-Shamrock CDP, West Virginia",1430,2020
5456404,"Mount Hope city, West Virginia",1487,2000
5456404,"Mount Hope city, West Virginia",1414,2010
5456404,"Mount Hope city, West Virginia",1125,2020
5457148,"Mullens city, West Virginia",1769,2000
5457148,"Mullens city, West Virginia",1559,2010
5457148,"Mullens city, West Virginia",1480,2020
5457916,"Neibert CDP, West Virginia",183,2010
5457916,"Neibert CDP, West Virginia",205,2020
5458180,"Nettie CDP, West Virginia",568,2010
5458180,"Nettie CDP, West Virginia",483,2020
5458252,"Newark CDP, West Virginia",496,2020
5458300,"Newburg town, West Virginia",360,2000
5458300,"Newburg town, West Virginia",329,2010
5458300,"Newburg town, West Virginia",259,2020
5458372,"New Cumberland city, West Virginia",1099,2000
5458372,"New Cumberland city, West Virginia",1103,2010
5458372,"New Cumberland city, West Virginia",1020,2020
5458420,"Newell CDP, West Virginia",1602,2000
5458420,"Newell CDP, West Virginia",1376,2010
5458420,"Newell CDP, West Virginia",1203,2020
5458564,"New Haven town, West Virginia",1559,2000
5458564,"New Haven town, West Virginia",1560,2010
5458564,"New Haven town, West Virginia",1476,2020
5458684,"New Martinsville city, West Virginia",5984,2000
5458684,"New Martinsville city, West Virginia",5366,2010
5458684,"New Martinsville city, West Virginia",5204,2020
5458756,"New Richmond CDP, West Virginia",238,2010
5458756,"New Richmond CDP, West Virginia",193,2020
5459068,"Nitro city, West Virginia",6824,2000
5459068,"Nitro city, West Virginia",7178,2010
5459068,"Nitro city, West Virginia",6624,2020
5459428,"Northfork town, West Virginia",519,2000
5459428,"Northfork town, West Virginia",429,2010
5459428,"Northfork town, West Virginia",231,2020
5459458,"North Hills town, West Virginia",880,2000
5459458,"North Hills town, West Virginia",832,2010
5459458,"North Hills town, West Virginia",834,2020
5459668,"Norton CDP, West Virginia",336,2020
5459836,"Nutter Fort town, West Virginia",1686,2000
5459836,"Nutter Fort town, West Virginia",1593,2010
5459836,"Nutter Fort town, West Virginia",1493,2020
5460028,"Oak Hill city, West Virginia",7589,2000
5460028,"Oak Hill city, West Virginia",7730,2010
5460028,"Oak Hill city, West Virginia",8179,2020
5460196,"Oakvale town, West Virginia",142,2000
5460196,"Oakvale town, West Virginia",121,2010
5460196,"Oakvale town, West Virginia",133,2020
5460364,"Oceana town, West Virginia",1550,2000
5460364,"Oceana town, West Virginia",1394,2010
5460364,"Oceana town, West Virginia",1449,2020
5460628,"Omar CDP, West Virginia",552,2010
5460628,"Omar CDP, West Virginia",416,2020
5461180,"Osage CDP, West Virginia",82,2020
5461636,"Paden City city, West Virginia",2860,2000
5461636,"Paden City city, West Virginia",2633,2010
5461636,"Paden City city, West Virginia",2541,2020
5461660,"Page CDP, West Virginia",224,2010
5461660,"Page CDP, West Virginia",152,2020
5461684,"Pageton CDP, West Virginia",187,2010
5461684,"Pageton CDP, West Virginia",174,2020
5462044,"Parcoal CDP, West Virginia",130,2020
5462140,"Parkersburg city, West Virginia",33099,2000
5462140,"Parkersburg city, West Virginia",31492,2010
5462140,"Parkersburg city, West Virginia",29738,2020
5462284,"Parsons city, West Virginia",1463,2000
5462284,"Parsons city, West Virginia",1485,2010
5462284,"Parsons city, West Virginia",1327,2020
5462332,"Paw Paw town, West Virginia",524,2000
5462332,"Paw Paw town, West Virginia",508,2010
5462332,"Paw Paw town, West Virginia",410,2020
5462356,"Pax town, West Virginia",174,2000
5462356,"Pax town, West Virginia",167,2010
5462356,"Pax town, West Virginia",136,2020
5462428,"Peach Creek CDP, West Virginia",185,2020
5462488,"Pea Ridge CDP, West Virginia",6363,2000
5462488,"Pea Ridge CDP, West Virginia",6650,2010
5462488,"Pea Ridge CDP, West Virginia",6602,2020
5462764,"Pennsboro city, West Virginia",1199,2000
5462764,"Pennsboro city, West Virginia",1171,2010
5462764,"Pennsboro city, West Virginia",1054,2020
5462788,"Pentress CDP, West Virginia",175,2010
5462788,"Pentress CDP, West Virginia",135,2020
5462956,"Petersburg city, West Virginia",2423,2000
5462956,"Petersburg city, West Virginia",2467,2010
5462956,"Petersburg city, West Virginia",2284,2020
5463052,"Peterstown town, West Virginia",499,2000
5463052,"Peterstown town, West Virginia",653,2010
5463052,"Peterstown town, West Virginia",448,2020
5463292,"Philippi city, West Virginia",2870,2000
5463292,"Philippi city, West Virginia",2966,2010
5463292,"Philippi city, West Virginia",2929,2020
5463484,"Pickens CDP, West Virginia",66,2010
5463484,"Pickens CDP, West Virginia",41,2020
5463604,"Piedmont town, West Virginia",1014,2000
5463604,"Piedmont town, West Virginia",876,2010
5463604,"Piedmont town, West Virginia",718,2020
5463772,"Pinch CDP, West Virginia",2811,2000
5463772,"Pinch CDP, West Virginia",3262,2010
5463772,"Pinch CDP, West Virginia",2914,2020
5463892,"Pine Grove town, West Virginia",571,2000
5463892,"Pine Grove town, West Virginia",552,2010
5463892,"Pine Grove town, West Virginia",363,2020
5463940,"Pineville town, West Virginia",715,2000
5463940,"Pineville town, West Virginia",668,2010
5463940,"Pineville town, West Virginia",645,2020
5463988,"Piney View CDP, West Virginia",1046,2000
5463988,"Piney View CDP, West Virginia",989,2010
5463988,"Piney View CDP, West Virginia",902,2020
5464228,"Pleasant Valley city, West Virginia",3124,2000
5464228,"Pleasant Valley city, West Virginia",3149,2010
5464228,"Pleasant Valley city, West Virginia",3498,2020
5464516,"Poca town, West Virginia",1013,2000
5464516,"Poca town, West Virginia",974,2010
5464516,"Poca town, West Virginia",874,2020
5464708,"Point Pleasant city, West Virginia",4637,2000
5464708,"Point Pleasant city, West Virginia",4350,2010
5464708,"Point Pleasant city, West Virginia",4070,2020
5465284,"Powellton CDP, West Virginia",1796,2000
5465284,"Powellton CDP, West Virginia",619,2010
5465284,"Powellton CDP, West Virginia",493,2020
5465356,"Pratt town, West Virginia",551,2000
5465356,"Pratt town, West Virginia",602,2010
5465356,"Pratt town, West Virginia",483,2020
5465596,"Prichard CDP, West Virginia",527,2010
5465596,"Prichard CDP, West Virginia",461,2020
5465668,"Prince CDP, West Virginia",116,2010
5465668,"Prince CDP, West Virginia",115,2020
5465692,"Princeton city, West Virginia",6347,2000
5465692,"Princeton city, West Virginia",6432,2010
5465692,"Princeton city, West Virginia",5872,2020
5465836,"Prosperity CDP, West Virginia",1310,2000
